MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-03-26 09:40:44,1.11.0,FR1,0,4.16,1,1,Right,Left,0,0,0,1,,0,0,,,1.33,,
2023-03-26 09:40:46,1.11.0,FR1,0,4.16,1,1,Left,Left,1,1,0,1,,0,0,,,0.67,,
2023-03-26 09:45:30,1.11.0,FR1,0,4.16,4,1,Pellet,Left,1,1,0,1,,1,0,Timed_out,,,0.00467289719626168,1.0
2023-03-26 10:21:45,1.11.0,FR1,0,4.16,1,1,Right,Left,1,1,1,2,0.0,1,0,,,0.02,0.00467289719626168,0.5
2023-03-26 10:48:19,1.11.0,FR1,0,4.16,1,1,Right,Left,1,1,2,3,0.0,1,0,,,0.02,0.00467289719626168,0.333333333333333
2023-03-26 10:52:35,1.11.0,FR1,0,4.15,1,1,Right,Left,1,1,3,4,0.0,1,0,,,0.01,0.00467289719626168,0.25
2023-03-26 10:53:00,1.11.0,FR1,0,4.16,1,1,Left,Left,2,2,3,4,0.0,1,0,,,0.03,0.00467289719626168,0.4
2023-03-26 10:56:58,1.11.0,FR1,0,4.15,4,1,RightWithPellet,Left,2,2,4,5,0.0,1,0,,,0.01,0.00467289719626168,0.333333333333333
2023-03-26 10:57:17,1.11.0,FR1,0,4.15,4,1,Pellet,Left,2,2,4,5,1.0,2,0,Timed_out,4307.0,,0.00934579439252336,0.333333333333333
2023-03-26 11:14:43,1.11.0,FR1,0,4.15,1,1,Left,Left,3,3,4,5,1.0,2,0,,,0.04,0.00934579439252336,0.428571428571429
2023-03-26 11:14:47,1.11.0,FR1,0,4.15,2,1,Pellet,Left,3,3,4,5,2.0,3,0,1.36,1050.0,,0.0140186915887851,0.428571428571429
2023-03-26 11:15:56,1.11.0,FR1,0,4.14,1,1,Left,Left,4,4,4,5,2.0,3,0,,,0.06,0.0140186915887851,0.5
2023-03-26 11:16:36,1.11.0,FR1,0,4.15,1,1,Pellet,Left,4,4,4,5,3.0,4,0,38.56,109.0,,0.0186915887850467,0.5
2023-03-26 11:18:06,1.11.0,FR1,0,4.15,1,1,Left,Left,5,5,4,5,3.0,4,0,,,0.22,0.0186915887850467,0.555555555555556
2023-03-26 11:18:37,1.11.0,FR1,0,4.15,1,1,Pellet,Left,5,5,4,5,4.0,5,0,30.6,121.0,,0.0233644859813084,0.555555555555556
2023-03-26 11:23:56,1.11.0,FR1,0,4.16,1,1,Right,Left,5,5,5,6,4.0,5,0,,,0.15,0.0233644859813084,0.5
2023-03-26 11:59:28,1.11.0,FR1,0,4.15,1,1,Left,Left,6,6,5,6,4.0,5,0,,,0.17,0.0233644859813084,0.545454545454545
2023-03-26 11:59:31,1.11.0,FR1,0,4.14,1,1,Pellet,Left,6,6,5,6,5.0,6,0,2.18,2454.0,,0.0280373831775701,0.545454545454545
2023-03-26 12:00:42,1.11.0,FR1,0,4.15,1,1,Right,Left,6,6,6,7,5.0,6,0,,,0.34,0.0280373831775701,0.5
2023-03-26 12:03:58,1.11.0,FR1,0,4.15,1,1,Left,Left,7,7,6,7,5.0,6,0,,,0.23,0.0280373831775701,0.538461538461538
2023-03-26 12:04:05,1.11.0,FR1,0,4.14,2,1,Pellet,Left,7,7,6,7,6.0,7,0,3.89,274.0,,0.0327102803738318,0.538461538461538
2023-03-26 12:04:26,1.11.0,FR1,0,4.15,1,1,Left,Left,8,8,6,7,6.0,7,0,,,0.17,0.0327102803738318,0.571428571428571
2023-03-26 12:04:36,1.11.0,FR1,0,4.15,3,1,Pellet,Left,8,8,6,7,7.0,8,0,5.18,31.0,,0.0373831775700935,0.571428571428571
2023-03-26 12:05:15,1.11.0,FR1,0,4.15,1,1,Right,Left,8,8,7,8,7.0,8,0,,,0.19,0.0373831775700935,0.533333333333333
2023-03-26 12:05:19,1.11.0,FR1,0,4.15,1,1,Left,Left,9,9,7,8,7.0,8,0,,,0.04,0.0373831775700935,0.5625
2023-03-26 12:05:22,1.11.0,FR1,0,4.15,1,1,Pellet,Left,9,9,7,8,8.0,9,0,2.18,46.0,,0.0420560747663551,0.5625
2023-03-26 12:05:50,1.11.0,FR1,0,4.14,1,1,Left,Left,10,10,7,8,8.0,9,0,,,0.27,0.0420560747663551,0.588235294117647
2023-03-26 12:05:53,1.11.0,FR1,0,4.14,1,1,Pellet,Left,10,10,7,8,9.0,10,0,2.52,31.0,,0.0467289719626168,0.588235294117647
2023-03-26 12:06:11,1.11.0,FR1,0,4.14,1,1,Right,Left,10,10,8,9,9.0,10,0,,,0.23,0.0467289719626168,0.555555555555556
2023-03-26 12:06:16,1.11.0,FR1,0,4.14,1,1,Left,Left,11,11,8,9,9.0,10,0,,,0.03,0.0467289719626168,0.578947368421053
2023-03-26 12:06:18,1.11.0,FR1,0,4.15,1,1,Pellet,Left,11,11,8,9,10.0,11,0,1.08,25.0,,0.0514018691588785,0.578947368421053
2023-03-26 12:06:35,1.11.0,FR1,0,4.15,1,1,Left,Left,12,12,8,9,10.0,11,0,,,0.2,0.0514018691588785,0.6
2023-03-26 12:06:37,1.11.0,FR1,0,4.15,1,1,Pellet,Left,12,12,8,9,11.0,12,0,1.49,19.0,,0.0560747663551402,0.6
2023-03-26 12:06:47,1.11.0,FR1,0,4.15,1,1,Left,Left,13,13,8,9,11.0,12,0,,,0.09,0.0560747663551402,0.619047619047619
2023-03-26 12:06:51,1.11.0,FR1,0,4.15,2,1,Pellet,Left,13,13,8,9,12.0,13,0,1.7,14.0,,0.0607476635514019,0.619047619047619
2023-03-26 12:07:10,1.11.0,FR1,0,4.15,1,1,Left,Left,14,14,8,9,12.0,13,0,,,0.03,0.0607476635514019,0.636363636363636
2023-03-26 12:07:13,1.11.0,FR1,0,4.15,2,1,Pellet,Left,14,14,8,9,13.0,14,0,0.74,22.0,,0.0654205607476635,0.636363636363636
2023-03-26 12:07:55,1.11.0,FR1,0,4.14,1,1,Left,Left,15,15,8,9,13.0,14,0,,,0.03,0.0654205607476635,0.652173913043478
2023-03-26 12:08:01,1.11.0,FR1,0,4.15,1,1,Pellet,Left,15,15,8,9,14.0,15,0,5.53,48.0,,0.0700934579439252,0.652173913043478
2023-03-26 12:09:47,1.11.0,FR1,0,4.15,1,1,Left,Left,16,16,8,9,14.0,15,0,,,0.13,0.0700934579439252,0.666666666666667
2023-03-26 12:09:52,1.11.0,FR1,0,4.14,2,1,Pellet,Left,16,16,8,9,15.0,16,0,2.79,111.0,,0.0747663551401869,0.666666666666667
2023-03-26 12:10:29,1.11.0,FR1,0,4.14,1,1,Left,Left,17,17,8,9,15.0,16,0,,,0.0,0.0747663551401869,0.68
2023-03-26 12:10:32,1.11.0,FR1,0,4.15,1,1,Pellet,Left,17,17,8,9,16.0,17,0,2.38,40.0,,0.0794392523364486,0.68
2023-03-26 12:11:03,1.11.0,FR1,0,4.14,1,1,Left,Left,18,18,8,9,16.0,17,0,,,0.04,0.0794392523364486,0.692307692307692
2023-03-26 12:11:05,1.11.0,FR1,0,4.15,1,1,Pellet,Left,18,18,8,9,17.0,18,0,0.81,33.0,,0.0841121495327103,0.692307692307692
2023-03-26 12:11:39,1.11.0,FR1,0,4.15,1,1,Left,Left,19,19,8,9,17.0,18,0,,,0.17,0.0841121495327103,0.703703703703704
2023-03-26 12:11:41,1.11.0,FR1,0,4.16,1,1,Pellet,Left,19,19,8,9,18.0,19,0,1.63,36.0,,0.088785046728972,0.703703703703704
2023-03-26 12:12:04,1.11.0,FR1,0,4.15,1,1,Left,Left,20,20,8,9,18.0,19,0,,,0.01,0.088785046728972,0.714285714285714
2023-03-26 12:12:16,1.11.0,FR1,0,4.14,3,1,Pellet,Left,20,20,8,9,19.0,20,0,7.31,35.0,,0.0934579439252336,0.714285714285714
2023-03-26 12:12:48,1.11.0,FR1,0,4.14,1,1,Right,Left,20,20,9,10,19.0,20,0,,,0.04,0.0934579439252336,0.689655172413793
2023-03-26 12:12:50,1.11.0,FR1,0,4.14,1,1,Right,Left,20,20,10,11,19.0,20,0,,,0.02,0.0934579439252336,0.666666666666667
2023-03-26 12:13:43,1.11.0,FR1,0,4.15,1,1,Left,Left,21,21,10,11,19.0,20,0,,,0.08,0.0934579439252336,0.67741935483871
2023-03-26 12:13:52,1.11.0,FR1,0,4.14,2,1,Pellet,Left,21,21,10,11,20.0,21,0,5.8,96.0,,0.0981308411214953,0.67741935483871
2023-03-26 12:14:17,1.11.0,FR1,0,4.15,1,1,Left,Left,22,22,10,11,20.0,21,0,,,0.04,0.0981308411214953,0.6875
2023-03-26 12:14:20,1.11.0,FR1,0,4.15,2,1,Pellet,Left,22,22,10,11,21.0,22,0,2.38,28.0,,0.102803738317757,0.6875
2023-03-26 12:14:44,1.11.0,FR1,0,4.15,1,1,Right,Left,22,22,11,12,21.0,22,0,,,0.03,0.102803738317757,0.666666666666667
2023-03-26 12:15:06,1.11.0,FR1,0,4.14,1,1,Left,Left,23,23,11,12,21.0,22,0,,,0.03,0.102803738317757,0.676470588235294
2023-03-26 12:15:09,1.11.0,FR1,0,4.15,1,1,Pellet,Left,23,23,11,12,22.0,23,0,1.84,49.0,,0.107476635514019,0.676470588235294
2023-03-26 12:15:43,1.11.0,FR1,0,4.15,1,1,Left,Left,24,24,11,12,22.0,23,0,,,0.01,0.107476635514019,0.685714285714286
2023-03-26 12:15:47,1.11.0,FR1,0,4.15,2,1,Pellet,Left,24,24,11,12,23.0,24,0,1.63,38.0,,0.11214953271028,0.685714285714286
2023-03-26 12:16:11,1.11.0,FR1,0,4.15,1,1,Left,Left,25,25,11,12,23.0,24,0,,,0.1,0.11214953271028,0.694444444444444
2023-03-26 12:16:13,1.11.0,FR1,0,4.14,1,1,Pellet,Left,25,25,11,12,24.0,25,0,0.95,26.0,,0.116822429906542,0.694444444444444
2023-03-26 12:17:02,1.11.0,FR1,0,4.15,1,1,Right,Left,25,25,12,13,24.0,25,0,,,0.11,0.116822429906542,0.675675675675676
2023-03-26 12:19:11,1.11.0,FR1,0,4.15,1,1,Left,Left,26,26,12,13,24.0,25,0,,,0.24,0.116822429906542,0.68421052631579
2023-03-26 12:19:13,1.11.0,FR1,0,4.15,1,1,Pellet,Left,26,26,12,13,25.0,26,0,1.7,180.0,,0.121495327102804,0.68421052631579
2023-03-26 12:20:18,1.11.0,FR1,0,4.14,1,1,Left,Left,27,27,12,13,25.0,26,0,,,0.16,0.121495327102804,0.692307692307692
2023-03-26 12:20:21,1.11.0,FR1,0,4.14,1,1,Pellet,Left,27,27,12,13,26.0,27,0,2.59,68.0,,0.126168224299065,0.692307692307692
2023-03-26 12:22:35,1.11.0,FR1,0,4.15,1,1,Right,Left,27,27,13,14,26.0,27,0,,,0.05,0.126168224299065,0.675
2023-03-26 12:22:43,1.11.0,FR1,0,4.15,1,1,Left,Left,28,28,13,14,26.0,27,0,,,0.12,0.126168224299065,0.682926829268293
2023-03-26 12:22:45,1.11.0,FR1,0,4.15,1,1,Pellet,Left,28,28,13,14,27.0,28,0,1.84,144.0,,0.130841121495327,0.682926829268293
