MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-03-26 10:11:16,1.11.0,FR1,0,4.11,1,1,Right,Left,1,1,1,1,0,1,0,,,0.55,0.004149377593361,0.5
2023-03-26 10:19:38,1.11.0,FR1,0,4.11,1,1,Left,Left,2,2,1,1,0,1,0,,,0.44,0.004149377593361,0.666666666666667
2023-03-26 10:22:15,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,3,3,1,1,0,1,0,,,0.37,0.004149377593361,0.75
2023-03-26 10:23:56,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,3,3,2,2,0,1,0,,,0.27,0.004149377593361,0.6
2023-03-26 10:24:29,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,3,3,3,3,0,1,0,,,0.15,0.004149377593361,0.5
2023-03-26 10:28:43,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,3,3,4,4,0,1,0,,,0.03,0.004149377593361,0.428571428571429
2023-03-26 10:29:47,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,3,3,5,5,0,1,0,,,0.12,0.004149377593361,0.375
2023-03-26 10:29:48,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,4,4,5,5,0,1,0,,,0.18,0.004149377593361,0.444444444444444
2023-03-26 10:31:20,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,5,5,5,5,0,1,0,,,0.2,0.004149377593361,0.5
2023-03-26 10:33:39,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,5,5,6,6,0,1,0,,,0.06,0.004149377593361,0.454545454545454
2023-03-26 10:34:43,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,6,6,6,6,0,1,0,,,0.12,0.004149377593361,0.5
2023-03-26 10:34:47,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,6,6,7,7,0,1,0,,,0.08,0.004149377593361,0.461538461538462
2023-03-26 10:43:12,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,6,6,8,8,0,1,0,,,0.06,0.004149377593361,0.428571428571429
2023-03-26 10:44:30,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,7,7,8,8,0,1,0,,,0.18,0.004149377593361,0.466666666666667
2023-03-26 10:44:32,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,8,8,8,8,0,1,0,,,0.03,0.004149377593361,0.5
2023-03-26 10:44:35,1.11.0,FR1,0,4.11,3,1,RightWithPellet,Left,8,8,9,9,0,1,0,,,0.27,0.004149377593361,0.470588235294118
2023-03-26 10:47:15,1.11.0,FR1,0,4.11,3,1,LeftWithPellet,Left,9,9,9,9,0,1,0,,,0.04,0.004149377593361,0.5
2023-03-26 10:50:14,1.11.0,FR1,0,4.11,3,1,Pellet,Left,9,9,9,9,1,2,0,Timed_out,2393.0,,0.00829875518672199,0.5
2023-03-26 10:50:47,1.11.0,FR1,0,4.11,1,1,Left,Left,10,10,9,9,1,2,0,,,0.07,0.00829875518672199,0.526315789473684
2023-03-26 10:52:44,1.11.0,FR1,0,4.11,1,1,LeftWithPellet,Left,11,11,9,9,1,2,0,,,0.15,0.00829875518672199,0.55
2023-03-26 10:54:00,1.11.0,FR1,0,4.11,1,1,Pellet,Left,11,11,9,9,2,3,0,Timed_out,226.0,,0.012448132780083,0.55
2023-03-26 10:57:13,1.11.0,FR1,0,4.11,1,1,Left,Left,12,12,9,9,2,3,0,,,0.1,0.012448132780083,0.571428571428571
2023-03-26 10:58:50,1.11.0,FR1,0,4.11,1,1,Pellet,Left,12,12,9,9,3,4,0,Timed_out,290.0,,0.016597510373444,0.571428571428571
2023-03-26 10:59:23,1.11.0,FR1,0,4.11,1,1,Left,Left,13,13,9,9,3,4,0,,,0.13,0.016597510373444,0.590909090909091
2023-03-26 11:02:27,1.11.0,FR1,0,4.11,1,1,Pellet,Left,13,13,9,9,4,5,0,Timed_out,217.0,,0.020746887966805,0.590909090909091
2023-03-26 11:18:34,1.11.0,FR1,0,4.11,1,1,Left,Left,14,14,9,9,4,5,0,,,0.06,0.020746887966805,0.608695652173913
2023-03-26 11:19:45,1.11.0,FR1,0,4.11,1,1,Pellet,Left,14,14,9,9,5,6,0,Timed_out,1038.0,,0.024896265560166,0.608695652173913
2023-03-26 11:20:08,1.11.0,FR1,0,4.11,1,1,Left,Left,15,15,9,9,5,6,0,,,0.23,0.024896265560166,0.625
2023-03-26 11:21:17,1.11.0,FR1,0,4.11,2,1,Pellet,Left,15,15,9,9,6,7,0,Timed_out,92.0,,0.029045643153527,0.625
2023-03-26 11:24:50,1.11.0,FR1,0,4.11,1,1,Left,Left,16,16,9,9,6,7,0,,,0.11,0.029045643153527,0.64
2023-03-26 11:25:32,1.11.0,FR1,0,4.11,1,1,Pellet,Left,16,16,9,9,7,8,0,41.7,255.0,,0.033195020746888,0.64
2023-03-26 11:29:13,1.11.0,FR1,0,4.11,1,1,Right,Left,16,16,10,10,7,8,0,,,0.05,0.033195020746888,0.615384615384615
2023-03-26 11:29:31,1.11.0,FR1,0,4.11,1,1,Left,Left,17,17,10,10,7,8,0,,,0.02,0.033195020746888,0.62962962962963
2023-03-26 11:30:25,1.11.0,FR1,0,4.11,1,1,Pellet,Left,17,17,10,10,8,9,0,52.88,293.0,,0.037344398340249,0.62962962962963
2023-03-26 11:31:06,1.11.0,FR1,0,4.11,1,1,Left,Left,18,18,10,10,8,9,0,,,0.07,0.037344398340249,0.642857142857143
2023-03-26 11:31:35,1.11.0,FR1,0,4.11,1,1,Pellet,Left,18,18,10,10,9,10,0,27.3,70.0,,0.04149377593361,0.642857142857143
2023-03-26 11:32:22,1.11.0,FR1,0,4.11,1,1,Left,Left,19,19,10,10,9,10,0,,,0.01,0.04149377593361,0.655172413793103
2023-03-26 11:32:39,1.11.0,FR1,0,4.11,1,1,Pellet,Left,19,19,10,10,10,11,0,16.33,64.0,,0.045643153526971,0.655172413793103
2023-03-26 11:33:55,1.11.0,FR1,0,4.11,1,1,Left,Left,20,20,10,10,10,11,0,,,0.02,0.045643153526971,0.666666666666667
2023-03-26 11:34:17,1.11.0,FR1,0,4.11,2,1,Pellet,Left,20,20,10,10,11,12,0,21.81,98.0,,0.0497925311203319,0.666666666666667
2023-03-26 11:35:56,1.11.0,FR1,0,4.1,1,1,Left,Left,21,21,10,10,11,12,0,,,0.07,0.0497925311203319,0.67741935483871
2023-03-26 11:36:06,1.11.0,FR1,0,4.11,1,1,LeftWithPellet,Left,22,22,10,10,11,12,0,,,0.04,0.0497925311203319,0.6875
2023-03-26 11:36:09,1.11.0,FR1,0,4.11,1,1,Pellet,Left,22,22,10,10,12,13,0,11.87,112.0,,0.053941908713693,0.6875
2023-03-26 11:37:23,1.11.0,FR1,0,4.11,1,1,Left,Left,23,23,10,10,12,13,0,,,0.02,0.053941908713693,0.696969696969697
2023-03-26 11:38:10,1.11.0,FR1,0,4.1,2,1,Pellet,Left,23,23,10,10,13,14,0,45.35,121.0,,0.0580912863070539,0.696969696969697
2023-03-26 11:39:09,1.11.0,FR1,0,4.11,1,1,Left,Left,24,24,10,10,13,14,0,,,0.21,0.0580912863070539,0.705882352941176
2023-03-26 11:39:20,1.11.0,FR1,0,4.1,1,1,Pellet,Left,24,24,10,10,14,15,0,10.24,70.0,,0.0622406639004149,0.705882352941176
2023-03-26 11:40:04,1.11.0,FR1,0,4.11,1,1,Left,Left,25,25,10,10,14,15,0,,,0.06,0.0622406639004149,0.714285714285714
2023-03-26 11:40:11,1.11.0,FR1,0,4.1,2,1,Pellet,Left,25,25,10,10,15,16,0,4.29,51.0,,0.0663900414937759,0.714285714285714
2023-03-26 11:40:38,1.11.0,FR1,0,4.11,1,1,Left,Left,26,26,10,10,15,16,0,,,0.11,0.0663900414937759,0.722222222222222
2023-03-26 11:40:47,1.11.0,FR1,0,4.11,1,1,Pellet,Left,26,26,10,10,16,17,0,8.4,36.0,,0.0705394190871369,0.722222222222222
2023-03-26 11:41:20,1.11.0,FR1,0,4.11,1,1,Left,Left,27,27,10,10,16,17,0,,,0.04,0.0705394190871369,0.72972972972973
2023-03-26 11:41:28,1.11.0,FR1,0,4.1,1,1,Pellet,Left,27,27,10,10,17,18,0,7.98,41.0,,0.0746887966804979,0.72972972972973
2023-03-26 11:42:47,1.11.0,FR1,0,4.11,1,1,Left,Left,28,28,10,10,17,18,0,,,0.08,0.0746887966804979,0.736842105263158
2023-03-26 11:42:51,1.11.0,FR1,0,4.11,1,1,Pellet,Left,28,28,10,10,18,19,0,3.41,83.0,,0.0788381742738589,0.736842105263158
2023-03-26 11:44:02,1.11.0,FR1,0,4.11,1,1,Left,Left,29,29,10,10,18,19,0,,,0.31,0.0788381742738589,0.743589743589744
